title,price,location A,location B,location C,location D,size,lat,long
Novi Beograd-Novogradnja-New-Minel-Dvosoban ID#207,"154.000,00 €","Beograd ","Opština Novi Beograd ","Tošin bunar ","Tošin bunar ","57 m2
Kvadratura",44.8268679,20.3981927
"Hram, lux, novogradnja, dupleks, ID 17030","450.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Dubljanska ","150 m2
Kvadratura",44.7981492,20.4691058
"*TAŠMAJDAN, 120m2, vpr, cg, uk. ID#78790","430.000,00 €","Beograd ","Opština Vračar ","Centar ","Resavska ","120 m2
Kvadratura",44.8046468,20.4619352
"4,0 sobni salonski stan sa velikom terasom","380.000,00 €","Beograd ","Opština Savski venac ","Kneza Miloša ","Miloša Pocerca ","95 m2
Kvadratura",44.8027707,20.4567429
Savski trg - DELJIV NA DVE STAMBENE JEDINICE,"200.000,00 €","Beograd ","Opština Savski venac ","Savski trg - Pristanište ","Karađorđeva ","90 m2
Kvadratura",44.8083711,20.4570323
"Savski Venac, Beograd na vodi - Durmitorska, 96m2","215.000,00 €","Beograd ","Opština Savski venac ","Beograd na vodi ","Durmitorska ","96 m2
Kvadratura",44.8011684,20.4523979
"3,0 soban stan od 99m2 na Vračaru","289.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Nikolaja Hartviga ","99 m2
Kvadratura",44.8001747,20.475769
"Odličan 2,0 stan od 47m2 u Profesorskoj koloniji","119.000,00 €","Beograd ","Opština Palilula ","Profesorska kolonija ","Ljubomira Stojanovića ","47 m2
Kvadratura",44.8142503,20.4788381
Crkva Sv. Marka - Resavska - 68m2 ID#2386,"183.000,00 €","Beograd ","Opština Vračar ","Krunski venac ","Resavska ","68 m2
Kvadratura",44.8046468,20.4619352
"SVETAO,KOMFORAN 4.0 STAN, NAMEŠTEN 87 m2+TERASA","240.000,00 €","Beograd ","Opština Novi Beograd ","Hotel Jugoslavija ","Aleksinačkih rudara ","87 m2
Kvadratura",44.8295445,20.4201481
"Lux stanovi, Mirijevo, 0.5, 26.68m2 ID#1571","45.356,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","26,68 m2
Kvadratura",44.7947239,20.5400886
"Gornji Dorćol, salonac, 112m2","290.000,00 €","Beograd ","Opština Stari grad ","Dorćol ",,"112 m2
Kvadratura",44.8252158,20.460523
PENTHOUSE,"1.250.000,00 €","Beograd ","Opština Vračar ","Neimar ","Internacionalnih brigada ","301 m2
Kvadratura",44.7947717,20.4712134
"KALENIĆ PIJACA, Mileševska, Vračar","179.900,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","67 m2
Kvadratura",44.8001747,20.475769
"Vračar, Gospodara Vučića, 63m2+bašta, lux, sa name","176.400,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Gospodara Vučića ","63 m2
Kvadratura",44.7911582,20.492305
Zvezdara Jovanke Radaković 61m2 uknjižen novija gr,"103.000,00 €","Beograd ","Opština Zvezdara ","Zvezdarska šuma ","Jovanke Radaković ","61 m2
Kvadratura",44.7992378,20.5212179
"Palilula-centar, Knez Danilova, 2.5, 56m2(lođa), u","145.000,00 €","Beograd ","Opština Palilula ","Palilulska pijaca ","Knez Danilova ","56 m2
Kvadratura",,
Nov stan,"269.800,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ",Banjska 11,"65,50 m2
Kvadratura",44.8039401,20.4855417
"Zvezdara, Olimp - Milana Rakića 96m2","170.000,00 €","Beograd ","Opština Zvezdara ","Olimp ","Milana Rakića ","96 m2
Kvadratura",44.7941017,20.5096174
Novogradnja New Minel - Blok 60 - Tošin bunar,"242.000,00 €","Beograd ","Opština Novi Beograd ",Blok 60,"Tošin bunar ","85 m2
Kvadratura",44.815228,20.394096
"Vračar,Krunska ID#1252","370.000,00 €","Beograd ","Opština Vračar ","Krunski venac ","Krunska ","121 m2
Kvadratura",44.8052638,20.4702672
🔝Atraktivan i svetao stan u srcu Dorćola!🔝,"229.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Gospodar Jevremova ","67 m2
Kvadratura",44.8197021,20.4613768
PRODAJA STANOVA DIREKTNO OD INVESTITORA,"64.350,00 €","Beograd ","Opština Zvezdara ","Mirijevo ",,"39 m2
Kvadratura",44.7854051,20.5461547
VUKOV SPOMENIK VOJVODE BRANE 105M2 UKNJIŽEN,"252.000,00 €","Beograd ","Opština Zvezdara ","Đeram pijaca ","VOJVODE BRANE ","105 m2
Kvadratura",44.80133319999999,20.4872266
Cara Lazara Pešačka zona,"500.000,00 €","Beograd ","Opština Stari grad ","Topličin venac ","Cara Lazara ","140 m2
Kvadratura",44.8163707,20.4548842
SAVAMALA IZUZETAN STAN,"184.900,00 €","Beograd ","Opština Stari grad ","Savamala ","Karađorđeva ","76 m2
Kvadratura",44.8134811,20.4522353
"3.0 VRAČAR, NOVOPAZARSKA, UKNJIŽEN","200.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Novopazarska ","83 m2
Kvadratura",44.8001747,20.475769
SUMATOVACKA ID#1256,"255.000,00 €","Beograd ","Opština Vračar ","Gradić Pejton ","Sumatovacka ","87 m2
Kvadratura",44.7944286,20.4828457
"Izvanredan, salonski stan, 68 m2+ dve terase","169.900,00 €","Beograd ","Opština Stari grad ","Dorćol ","Gospodar Jovanova ","68 m2
Kvadratura",44.8215521,20.4598206
"Peti parkic, potpuno renoviran i opremljen, 67+7m2","240.000,00 €","Beograd ","Opština Zvezdara ","Bulevar kralja Aleksandra ",,"67 m2
Kvadratura",44.7882497,20.5167404
Renoviran salonski stan kod Hrama Svetog Save!,"330.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Kursulina ","98 m2
Kvadratura",44.7981492,20.4691058
Predprodaja stanova u izgradnji,"124.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Mihaila Gavrilovića ","40 m2
Kvadratura",44.7926241,20.4733981
Novi Beograd - West 65-82m2-Uknjižen ID#2101,"307.000,00 €","Beograd ","Opština Novi Beograd ",Blok 65,"Omladinskih Brigada ","82 m2
Kvadratura",44.8126001,20.402591
"SUNČANA PADINA, Slavonskih brigada (1238)","140.000,00 €","Beograd ","Opština Čukarica ","Sunčana padina ","Slavonskih brigada ","100 m2
Kvadratura",44.76943869999999,20.5063685
"Novi Beograd, Blok 71 - Dr Ivana Ribara","135.000,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Dr Ivana Ribara ","64 m2
Kvadratura",44.8000403,20.3694329
LUX petosoban stan kod Kalenića,"295.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Maksima Gorkog ","101 m2
Kvadratura",44.8001747,20.475769
"Vračar - Kalenić, Požarevačka, 207m2, garaža","450.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Požarevačka ","207 m2
Kvadratura",44.8001747,20.475769
"Četvorosoban stan na Banovom brdu,Ščerbinova,168m2","345.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Ščerbinova ","168 m2
Kvadratura",44.781849,20.4164811
"Novi Beograd, Belvil, Bulevar crvene armije","340.000,00 €","Beograd ","Opština Novi Beograd ",Blok 67 (Belvil),"Bulevar crvene armije ","102 m2
Kvadratura",44.8064652,20.4037464
"Salonski, odličan","200.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Novopazarska ","83 m2
Kvadratura",44.8001747,20.475769
NOVI BEOGRAD TRESNJINOG CVETA lux 193m2,"1.000.000,00 €","Beograd ","Opština Novi Beograd ","Trešnjinog cveta ","Tresnjinog cveta ","193 m2
Kvadratura",44.8241499,20.4189746
"Žorža Klemansoa, Dorćol, 182m²","440.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Žorža Klemansoa ","182 m2
Kvadratura",44.8212099,20.4682426
Retko u ponudi ID#116668,"156.000,00 €","Beograd ","Opština Stari grad ","Skupština ","Majke Jevrosime ","51 m2
Kvadratura",44.8135097,20.466435
"Lux stan na top lokaciji, pogodnost za kupce ID#1","445.000,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Bulevar oslobođenja ","179 m2
Kvadratura",44.7873768,20.4659798
"Perfektan, izuzetan!!!111kvm(T)","342.000,00 €","Beograd ","Opština Savski venac ","Centar ","Kneza Miloša ","111 m2
Kvadratura",,
B. KOSA 1 - Stojana Aralice MIRAN SVETAO 5 soba,"320.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 1,"Stojana Aralice ","132 m2
Kvadratura",44.82207529999999,20.3882486
HRAM Inter.brigada 99 kvm 4.0 Stomatoloski fakult.,"286.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Internacionalnih brigada ","99 m2
Kvadratura",44.7981492,20.4691058
Stan u izgradnji,"95.466,00 €","Beograd ","Opština Voždovac ","Trošarina ",Vojvode stepe 431,"45,46 m2
Kvadratura",44.7552452,20.4906215
"Retko u ponudi,Lux stan Banovo brdo","167.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Blagoja Parovica ","48 m2
Kvadratura",44.7683011,20.4192656
"Novi Beograd, Blok 63 - Vojvođanska","214.000,00 €","Beograd ","Opština Novi Beograd ",Blok 63,"Vojvođanska ","95 m2
Kvadratura",44.8092101,20.3799165
"Palilula, centar - Takovska","465.000,00 €","Beograd ","Opština Palilula ","Centar ","Takovska ","162 m2
Kvadratura",44.8132855,20.472144
ODMAH USELJIV UKNJIŽEN STAN,"62.000,00 €","Beograd ","Opština Palilula ","Cvijićeva ","Albanske spomenice ","20 m2
Kvadratura",44.8123097,20.4784131
"Kompletno opremljen, bez ulaganja ID#115171","135.000,00 €","Beograd ","Opština Zemun ","Gornji grad ","Karlovačka ","65 m2
Kvadratura",45.2389445,15.3980067
"3.0 VUKOV SPOMENIK , BRAĆE RIBNIKAR, UKNJIŽEN","159.500,00 €","Beograd ","Opština Zvezdara ","Slavujev venac ","Braće Ribnikar ","65 m2
Kvadratura",44.8064615,20.4844709
"3.0 VOŽDOVAC, MEDAKOVIĆ III, UKNJIŽEN","137.000,00 €","Beograd ","Opština Voždovac ",Medaković 3,"Braće Srnić ","82 m2
Kvadratura",44.7741881,20.5052281
"Voždovac, Medaković 3, Braće Srnić, 2.5, 86m2","137.000,00 €","Beograd ","Opština Voždovac ",Medaković 3,"Braće Srnić ","86 m2
Kvadratura",44.7741881,20.5052281
"Novi Beograd, Bežanijska kosa 2, Marka Čelebonović","180.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 2,"Marka Čelebonovića ","84 m2
Kvadratura",44.8188809,20.3846785
"Voždovac, Braće Jerković, Zaplanjska, 2.5, 64m2","99.000,00 €","Beograd ","Opština Voždovac ","Braće Jerković ","Zaplanjska ","64 m2
Kvadratura",44.7729473,20.4926777
"Stari grad, Centar, Dečanska, 3.0, 109m2","284.000,00 €","Beograd ","Opština Stari grad ","Centar ","Dečanska ","109 m2
Kvadratura",44.8139663,20.4629803
"Stari grad, Centar, Žorža Klemansoa, 4.0, 186m2","440.000,00 €","Beograd ","Opština Stari grad ","Centar ","Žorža Klemansoa ","186 m2
Kvadratura",44.8227222,20.4706631
"Vračar, SC Vračar, Požarevačka, 2.0, 48m2","157.000,00 €","Beograd ","Opština Vračar ","SC Vračar ","Požarevačka ","48 m2
Kvadratura",44.7992794,20.4836421
Zemun-Zemunski park-Jednoiposoban-Uknjižen ID#2127,"84.000,00 €","Beograd ","Opština Zemun ","Centar ","Gundulićeva ","39 m2
Kvadratura",45.80784329999999,15.9724304
"Mirijevo, novogradnja, parking, uknjižen, ID 17059","219.000,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Bogdana Bogdanovića ","208 m2
Kvadratura",44.7854051,20.5461547
"Blok 45, renoviran, komforan, uknjižen, ID 17732","242.000,00 €","Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Nehruova ","106 m2
Kvadratura",44.7984982,20.3742101
"Skupština, lux renoviran salonac, ID 17572","290.400,00 €","Beograd ","Opština Stari grad ","Skupština ","Majke Jevrosime ","88 m2
Kvadratura",44.8135097,20.466435
"Blok 30, lux, renoviran, ID 13953","214.000,00 €","Beograd ","Opština Novi Beograd ",Blok 30 (B92),"Bulevar Zorana Đinđića ","69 m2
Kvadratura",44.8175329,20.4179972
"Stari grad, Svetogorska","189.000,00 €","Beograd ","Opština Stari grad ",Atelje 212,"Svetogorska ","63 m2
Kvadratura",44.814295,20.4681403
"Kalenić pijaca, 48m2+5m2, dve terase, parking","157.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Požarevačka ","48 m2
Kvadratura",44.8001747,20.475769
"Uknjižena, nova garsonjera","36.000,00 €","Beograd ","Opština Zvezdara ","Veliki Mokri Lug ",Vladimira Dvornikovića 9B,"23 m2
Kvadratura",44.7550765,20.5296076
IZUZETNA PRILIKA! Stan u centru! Vojvode Stepe 23,"207.848,00 €","Beograd ","Opština Voždovac ","Vojvode Stepe ",Vojvode Stepe 23,"99,84 m2
Kvadratura",44.7858358,20.4681731
Centar - Kralja Milana - PARKING,"510.000,00 €","Beograd ","Opština Vračar ","Cvetni trg ","Kralja Milana  ","155 m2
Kvadratura",44.8056269,20.4653886
Žorža Klemansoa - DORĆOL,"440.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Žorža Klemansoa ","186 m2
Kvadratura",44.8212099,20.4682426
Kumanovska Vračar,"329.000,00 €","Beograd ","Opština Vračar ","Bulevar kralja Aleksandra ","Kumanovska ","117 m2
Kvadratura",44.8058184,20.4743678
CENTAR - KNEZ MIHAILOVA - SALONAC,"650.000,00 €","Beograd ","Opština Stari grad ","Knez Mihailova ","Knez Mihailova ","197 m2
Kvadratura",44.8177356,20.4569894
Garsonjera - Hilandarska,"79.000,00 €","Beograd ","Opština Stari grad ","Politika ","Hilandarska ","23 m2
Kvadratura",44.8151958,20.4678793
ZEMUN - CRNOGORSKA - LUX - BEZ PROVIZIJE,"103.500,00 €","Beograd ","Opština Zemun ","Save Kovačevića ","Crnogorska ","46 m2
Kvadratura",42.708678,19.37439
Požarevačka - Vračar,"157.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Požarevačka ","53 m2
Kvadratura",44.8001747,20.475769
Skupština Salonac - Dečanska,"288.000,00 €","Beograd ","Opština Stari grad ","Skupština ","Dečanska ","109 m2
Kvadratura",44.8115854,20.4658261
KOSOVSKA,"240.000,00 €","Beograd ","Opština Stari grad ","Centar ","Kosovska ","89 m2
Kvadratura",,
"Novi Beograd, Blok 70, Gandijeva, 3.0, 77m2","197.000,00 €","Beograd ","Opština Novi Beograd ",Blok 70 (kineski tržni centar),"Gandijeva ","77 m2
Kvadratura",44.8027884,20.3918182
"Voždovačka crkva - Kostolačka, 66m2","132.000,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Kostolačka ","66 m2
Kvadratura",44.779525,20.4711979
"Palilula, Tašmajdan - Svetozara Ćorovića, 72m2","170.000,00 €","Beograd ","Opština Palilula ","Tašmajdan ","Svetozara Ćorovića ","72 m2
Kvadratura",44.8090071,20.4705836
"HITNA PRODAJA!Banovo brdo-Diplomatsko naselje,121m","245.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Žarkovačka ","121 m2
Kvadratura",44.7688838,20.4203895
"Brace Jerkovic, Zaplanjska","99.000,00 €","Beograd ","Opština Voždovac ","Braće Jerković ","Zaplanjska ","61 m2
Kvadratura",44.7729473,20.4926777
"Dorcol, Zorza Klemansoa","440.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Zorza Klemansoa ","186 m2
Kvadratura",44.8212099,20.4682426
"Vračar, Kalenić pijaca - Niška","325.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Niška ","99 m2
Kvadratura",,
"Palilula, Hala Pionir - Bulevar despota Stefana","185.000,00 €","Beograd ","Opština Palilula ","Hala Pionir ","Bulevar despota Stefana ","106 m2
Kvadratura",44.815548,20.4847738
"Vračar, Hram Svetog Save - Rankeova","215.000,00 €","Beograd ","Opština Vračar ","Hram svetog Save ","Rankeova ","91 m2
Kvadratura",44.7981492,20.4691058
"Čukarica, Julino brdo - Vodovodska","91.000,00 €","Beograd ","Opština Čukarica ","Julino brdo ","Vodovodska ","66 m2
Kvadratura",44.7609441,20.4078887
"Palilula, Palilulska pijaca - Majora Ilića","312.840,00 €","Beograd ","Opština Palilula ","Palilulska pijaca ","Majora Ilića ","79 m2
Kvadratura",44.8116421,20.4722185
"Voždovac, Voždovačka crkva - Bože Jankovića","155.000,00 €","Beograd ","Opština Voždovac ","Voždovačka crkva ","Bože Jankovića ","90 m2
Kvadratura",44.779525,20.4711979
Banovo Brdo-Diplomatsko naselje 564000e +PDV,"564.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Beogradskog Bataljona ","148,50 m2
Kvadratura",44.7717112,20.4205216
Banovo Brdo-Diplomatsko Naselje 532000e +PDV,"532.000,00 €","Beograd ","Opština Čukarica ","Banovo brdo ","Beogradskog Bataljona ","152,15 m2
Kvadratura",44.7717112,20.4205216
"Voždovac - Autokomanda, 97m2, LUX, novogradnja","240.075,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Admirala Vukovića ","97 m2
Kvadratura",44.7853608,20.4710054
"Kod spomenika Stefana Nemanje, 93m2","200.000,00 €","Beograd ","Opština Savski venac ","Centar ","Karađorđeva ","93 m2
Kvadratura",,
"Neimar, Vardarska, 2,0, 55m2, nov","172.000,00 €","Beograd ","Opština Vračar ","Neimar ","Vardarska ","55 m2
Kvadratura",,
"Novi Beograd, Dr Ivana Ribara, Mileve Marić Ajnšta","134.900,00 €","Beograd ","Opština Novi Beograd ","Dr Ivana Ribara ","Mileve Marić Ajnštajn ","72 m2
Kvadratura",44.7986555,20.3668087
Stan Beograd -Ledine,"1.690,00 €","Beograd ","Opština Novi Beograd ","Ledine ","Bukovacka  ","42 m2
Kvadratura",44.8035245,20.3432558
"*BEŽANIJSKA KOSA 2, 84m2, V, cg, uk. ID#78322","180.000,00 €","Beograd ","Opština Novi Beograd ",Bežanijska kosa 2,"Marka Čelebonovića ","84 m2
Kvadratura",44.8188809,20.3846785
2.0 u centru grad ID#1132,"169.900,00 €","Beograd ","Opština Stari grad ","Centar ","Svetogorska ","64 m2
Kvadratura",44.8141223,20.4676634
"Novogradnja,Borca,može na kredit","72.900,00 €","Beograd ","Opština Palilula ","Borča ","Ustavska ","54 m2
Kvadratura",44.8690777,20.4563294
"2.5 KOTEŽ, UKNJIŽEN","78.000,00 €","Beograd ","Opština Palilula ","Kotež ","Bitke na Neretvi ","53 m2
Kvadratura",44.8530713,20.4694974
Konjarnik - Ustanička - novogradnja,"150.850,00 €","Beograd ","Opština Zvezdara ","Konjarnik ",Bojadžinska br.19,"73,86 m2
Kvadratura",44.7793584,20.5135246
Novogradnja Konjarnik,"79.100,00 €","Beograd ","Opština Zvezdara ","Konjarnik ",Bojadzinska 19,"38,45 m2
Kvadratura",44.7793584,20.5135246
Konjarnik - novogradnja Bojadžinska br.19,"120.100,00 €","Beograd ","Opština Zvezdara ","Konjarnik ",Bojadžinska br.19,"58,54 m2
Kvadratura",44.7793584,20.5135246
Novogradnja Konjarnik,"142.450,00 €","Beograd ","Opština Zvezdara ","Konjarnik ",Bojadžinska 17,"63,72 m2
Kvadratura",44.7793584,20.5135246
Novogradnja Konjarnik - okretnica autobusa 17 i 31,"102.950,00 €","Beograd ","Opština Zvezdara ","Konjarnik ",Bojadžinska 19,"50,07 m2
Kvadratura",44.7793584,20.5135246
"Vračar, 4.0 stan u izgradnji","165.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Grčića Milenka ","78 m2
Kvadratura",44.7940972,20.4901001
"Autokomanda, V.Stepe, 73+5, I/V, lift,TA, uknjižen","150.000,00 €","Beograd ","Opština Voždovac ","Autokomanda ","Vojvode Stepe ","78 m2
Kvadratura",44.7854228,20.4683656
"Zvezdara, Lion - Bulevar kralja Aleksandra","193.000,00 €","Beograd ","Opština Zvezdara ","Lion ","Bulevar kralja Aleksandra ","92 m2
Kvadratura",44.7882497,20.5167404
"Blok 29, 78m2+lođe","159.000,00 €","Beograd ","Opština Novi Beograd ",Blok 29,"Bulevar Arsenija Čarnojevića ","78 m2
Kvadratura",44.8151207,20.4169974
"Novi Beograd, Ledine - Bukovačka","55.000,00 €","Beograd ","Opština Novi Beograd ","Ledine ","Bukovačka ","30 m2
Kvadratura",44.8035245,20.3432558
"Stari grad, Dorćol - Šantićeva","77.000,00 €","Beograd ","Opština Stari grad ","Dorćol ","Šantićeva ","25 m2
Kvadratura",44.8192386,20.4701954
Dr Ivana Ribara 3.0 stan,"150.000,00 €","Beograd ","Opština Novi Beograd ",Blok 61,"Dr Ivana Ribara ","75 m2
Kvadratura",44.8021686,20.3684788
Vračar-Južni Bulevar-64m2-Renoviran-Uknjižen ID#21,"180.000,00 €","Beograd ","Opština Vračar ","Južni bulevar ","Sime Igumanova ","64 m2
Kvadratura",44.7921008,20.4741101
NOVOGRADNJA-Dobanovacki put 36Kvm+10terase,"53.000,00 €","Beograd ","Opština Zemun ","Altina ",Dobanovacki put 53,"46 m2
Kvadratura",44.8468422,20.3660866
"3.0 stan, Đorđa Kratovca, noviji","153.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Đorđa Kratovca ","78 m2
Kvadratura",44.7869212,20.4834843
"Lux, trosoban, 103m2, sa garažnim mestom!","239.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Mihaila Avramovića ","103 m2
Kvadratura",44.7667295,20.4624418
"Lux, dva garažna mesta, ostava","319.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Branka Krsmanovića ","128 m2
Kvadratura",44.7985734,20.4880198
"Sunčan, svetao, parking mesto","139.900,00 €","Beograd ","Opština Vračar ","Crveni krst ","Grčića Milenka ","72 m2
Kvadratura",44.7940972,20.4901001
"Beograd, Crveni krst, Stan, 3.0, 100m2","235.000,00 €","Beograd ","Opština Vračar ","Crveni krst ","Bregalnicka ","100 m2
Kvadratura",44.7960843,20.4910268
"Resavska kod Tasmajdana, salonski, sa garazom!","399.000,00 €","Beograd ","Opština Vračar ","Centar ","Resavska ","141 m2
Kvadratura",44.8046468,20.4619352
RENOVIRAN ODMAH USELJIV STAN NA ČUKARIČKOJ PADINI,"94.500,00 €","Beograd ","Opština Čukarica ","Čukarička padina ","Nikole Vučete ","50 m2
Kvadratura",44.7783727,20.4070492
"Vračar, Krunski venac - Kneginje Zorke","480.000,00 €","Beograd ","Opština Vračar ","Krunska ","Kneginje Zorke ","170 m2
Kvadratura",44.8035525,20.4726439
"Stari grad, Kalemegdan - Gospodar Jovanova","215.000,00 €","Beograd ","Opština Stari grad ","Kalemegdan ","Gospodar Jovanova ","63 m2
Kvadratura",44.8222662,20.4508992
PALACE ONE DEDINJE-Ekskluzivan stan sa dve garaže,"1.250.000,00 €","Beograd ","Opština Savski venac ","Dedinje "," ","186 m2
Kvadratura",44.77406879999999,20.4560195
Vračar - Kneginje Zorke ID#3041,"120.000,00 €","Beograd ","Opština Vračar ","Centar ","Kneginje Zorke ","46 m2
Kvadratura",44.8022677,20.4711944
Centar - salonski - Vlajkovićeva ID#3088,"255.000,00 €","Beograd ","Opština Stari grad ","Centar ","Vlajkovićeva ","86 m2
Kvadratura",44.8134874,20.4664158
Skupština - Vlajkovićeva ID#3136,"375.000,00 €","Beograd ","Opština Stari grad ","Skupština ","Vlajkovićeva ","104 m2
Kvadratura",44.8135738,20.466609
"Lux stanovi, Mirijevo, 1.5, 52m2 ID#1566","85.320,00 €","Beograd ","Opština Zvezdara ","Mirijevo ","Kapetana Miloša Žunjića ","52 m2
Kvadratura",44.7947239,20.5400886
"Kosančićev venac, 90m2 - u srcu grada ID#1559","210.000,00 €","Beograd ","Opština Stari grad ","Kosančićev venac ","Pop Lukina ","82 m2
Kvadratura",44.8160298,20.4530349
Lekino brdo. 38m2. Novogradnja,"85.119,00 €","Beograd ","Opština Voždovac ","Lekino brdo ",Strumicka 27,"38 m2
Kvadratura",44.7884087,20.4832534
ODMAH USELJIV UKNJIŽEN STAN,"218.500,00 €","Beograd ","Opština Zvezdara ","Vukov Spomenik ","Stjepana Ljubiše ","71 m2
Kvadratura",44.8073777,20.4835957
Novo u ponudi ID#116851,"245.000,00 €","Beograd ","Opština Novi Beograd ","Hotel Jugoslavija ","Aleksinačkih rudara ","87 m2
Kvadratura",44.8295445,20.4201481
Novi Beograd - Hotel Jugoslavija-Četvorosoban-Uknj,"240.000,00 €","Beograd ","Opština Novi Beograd ","Hotel Jugoslavija ","Aleksinačkih rudara ","87 m2
Kvadratura",44.8295445,20.4201481
"Kneginje Ljubice, 2.0 stan sa dve velike terase","209.000,00 €","Beograd ","Opština Stari grad ","Cara Dušana ","Kneginje Ljubice ","74 m2
Kvadratura",44.8214304,20.4636937
Vojislava Ilića - BEZ PROVIZIJE!!! ID#2607,"280.125,00 €","Beograd ","Opština Zvezdara ","Crveni krst ","Vojislava Ilića ","112,50 m2
Kvadratura",44.7944355,20.4924945
"Sindjeliceva,sredjen,namesten, useljiv 1.5 stan","98.500,00 €","Beograd ","Opština Vračar ","Bulevar kralja Aleksandra ","Bulevak kralja Aleksandra  ","35 m2
Kvadratura",44.7882497,20.5167404
RETKO U PONUDI - Loznička bez provizije!!! ID#2727,"341.950,00 €","Beograd ","Opština Vračar ","Centar ","Loznička ","97,70 m2
Kvadratura",44.8003302,20.48179
Novi Beograd - Blok 45-Trosoban-Uknjižen ID#2121,"169.000,00 €","Beograd ","Opština Novi Beograd ",Blok 45 (TC Enjub),"Jurija Gagarina ","89 m2
Kvadratura",44.7984982,20.3742101
"Rada Končara, 1.0, nov","86.000,00 €","Beograd ","Opština Voždovac ","Lekino brdo ","Rada Končara ","39 m2
Kvadratura",44.7891937,20.4947692
OAZA MIRA U CENTRU GRADA,"264.900,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Loznička ","86 m2
Kvadratura",44.8001747,20.475769
"Ultra lux, BEZ PROVIZIJE, Loznička","465.000,00 €","Beograd ","Opština Vračar ","SC Vračar ","Loznička ","150 m2
Kvadratura",44.7992794,20.4836421
Vojislava Ilića - BEZ PROVIZIJE!!! ID#2611,"142.055,00 €","Beograd ","Opština Zvezdara ","Crveni krst ","Vojislava Ilića ","57,05 m2
Kvadratura",44.7944355,20.4924945
"Trošarina, lux, novogradnja, neuseljavan, ID 17528","250.000,00 €","Beograd ","Opština Voždovac ","Trošarina ","Vojvode Stepe ","125 m2
Kvadratura",44.7614158,20.4844951
"Neimar, deluxe, novogradnja, garaža, ID 7788","354.900,00 €","Beograd ","Opština Vračar ","Neimar ","Nebojšina ","150 m2
Kvadratura",44.7949623,20.4668043
"Hotel Jugoslavija, lux, novogradnja, ID 16990","344.430,00 €","Beograd ","Opština Novi Beograd ","Hotel Jugoslavija ","Gramšijeva ","114,81 m2
Kvadratura",44.8295445,20.4201481
"Dedinje, lux, novogradnja, bazen, ID 17822","470.000,00 €","Beograd ","Opština Savski venac ","Dedinje ","Slavka Ćuruvije ","200 m2
Kvadratura",44.77406879999999,20.4560195
Novi Beograd - Blok 64-Dvoiposoban-Uknjižen ID#206,"130.000,00 €","Beograd ","Opština Novi Beograd ",Blok 64,"Gandijeva ","76 m2
Kvadratura",44.807272,20.3851077
Vračar - Kalenic pijaca-Mileševska-65m2-Uknjižen I,"178.750,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Mileševska ","65 m2
Kvadratura",44.8001747,20.475769
"1.0 Cara Nikolaja, renoviran!","47.000,00 €","Beograd ","Opština Vračar ","Kalenić pijaca ","Cara Nikolaja II ","30 m2
Kvadratura",44.8001747,20.475769
